"date","yearBorn","yearDead","Name","description"
"1821-1 - 1","1821","-1","la Junta de Belem","primer antecedente de la independencia de Brasil"
"1973-1 - 1","1973","-1","la «Europa de los Nueve»","al incorporarse a la CEE el Reino Unido, Irlanda y Dinamarca."
"450-1-1","450","510","Eugendo","monje y santo francés "
"1431-1-1","1431","RBIC149215031503","Alejandro VI (Rodrigo Borgia)","papa de la Iglesia Católica entre 1492 y 1503 "
"1449-1-1","1449","1492","Lorenzo de Médici","banquero y político italiano, mecenas del Renacimiento "
"1467-1-1","1467","1548","Segismundo I Jagellón el Viejo","aristócrata polaco, rey entre 1506 y 1548 "
"1484-1-1","1484","1531","Ulrico Zuinglio","teólogo y filósofo suizo, fundador de la Iglesia Reformada Suiza "
"1492-1-1","1492","1550","Silvestro Ganassi dal Fontego","compositor italiano "
"1511-1-1","1511","1511","Enrique de Cornualles","aristócrata inglés "
"1516-1-1","1516","1551","Margaret Leijonhufvud","aristócrata sueca, esposa del rey Gustavo I "
"1536-1-1","1536","1597","Diego de Zúñiga","escritor y filósofo español "
"1557-1-1","1557","1606","István Bocskay","aristócrata transilvano "
"1614-1-1","1614","1672","John Wilkins","obispo británico "
"1618-1-1","1618","1682","Bartolomé Esteban Murillo","pintor español "
"1638-1-1","1638","1685","Go-Sai","emperador japonés "
"1655-1-1","1655","1728","Christian Thomasius","filósofo y escritor alemán "
"1697-1-1","1697","1763","Joseph François Dupleix","administrador colonial francés "
"1735-1-1","1735","1818","Paul Revere","patriota estadounidense "
"1745-1-1","1745","1824","Vicente María Strambi","religioso italiano "
"1752-1-1","1752","1836","Betsy Ross","patriota estadounidense "
"1768-1-1","1768","1849","Maria Edgeworth","escritora británica "
"1774-1-1","1774","1860","André Marie Constant Duméril","zoólogo y naturalista francés "
"1785-1-1","1785","1824","José Moldes","político y militar argentino "
"1787-1-1","1787","1847","Manuel José Arce","militar y político salvadoreño "
"1801-1-1","1801","1864","Christopher Fratin","escultor francés "
"1803-1-1","1803","1866","Manuel Felipe de Tovar","el 14° presidente de Venezuela "
"1814-1-1","1814","1864","Hong Xiuquan","rebelde chino "
"1816-1-1","1816","1880","Manuel Murillo Toro","político y escritor colombiano, presidente de la República en el siglo XIX "
"1823-1-1","1823","1849","Sándor Petőfi","poeta húngaro "
"1834-1-1","1834","1908","Ludovic Halévy","dramaturgo francés "
"1846-1-1","1846","1921","Francisco Tosta García","político y militar venezolano "
"1854-1-1","1854","1941","James George Frazer","antropólogo británico "
"1862-1-1","1862","1934","Rogelio Vigil de Quiñones","militar y médico español, uno de los últimos de Filipinas "
"1863-1-1","1863","1937","Pierre de Coubertin","pedagogo e historiador francés, promotor de los Juegos Olímpicos de la era moderna "
"1864-1-1","1864","1946","Alfred Stieglitz","fotógrafo estadounidense "
"1871-1-1","1871","1927","Manuel Gondra","político paraguayo "
"1872-1-1","1872","1938","Miguel Cabanellas","militar español "
"1873-1-1","1873","1952","Mariano Azuela","narrador mexicano "
"1874-1-1","1874","1927","Gustave Whitehead","aviador alemán "
"1878-1-1","1878","1929","Agner Krarup Erlang","matemático, estadístico e ingeniero danés "
"1878-1-1","1878","1914","Peyo Yavorov","poeta búlgaro "
"1879-1-1","1879","1952","William Fox","productor de cine estadounidense de origen húngaro, fundador de la Fox Film Corporation, antecesora de la 20th Century Studios "
"1879-1-1","1879","1970","Edward Morgan Forster","novelista y ensayista británico "
"1881-1-1","1881","1925","Vajiravudh","rey tailandés "
"1883-1-1","1883","1950","Alberto Gerchunoff","escritor y periodista argentino "
"1887-1-1","1887","1945","Wilhelm Canaris","marino y espía alemán "
"1888-1-1","1888","1969","Higinio Anglés","sacerdote y musicólogo español "
"1889-1-1","1889","1967","Charles Bickford","actor estadounidense "
"1890-1-1","1890","1971","Ezequiel Padilla Peñaloza","político mexicano "
"1891-1-1","1891","1954","José Benítez Martínez","abogado, político y diplomático mexicano "
"1892-1-1","1892","1948","Manuel Roxas","primer presidente filipino "
"1894-1-1","1894","1974","Satyendra Nath Bose","físico indio "
"1895-1-1","1895","1972","John Edgar Hoover","fundador y director del FBI estadounidense "
"1897-1-1","1897","1988","Ana Aslan","científica y médica rumana "
"1900-1-1","1900","1990","Xavier Cugat","compositor y director de orquesta español "
"1900-1-1","1900","1996","Aurora Redondo","actriz española "
"1900-1-1","1900","1986","Chiune Sugihara","diplomático japonés "
"1900-1-1","1900","1925","Daijirō Furuta","anarquista japonés "
"1902-1-1","1902","1945","Hans von Dohnanyi","jurista alemán "
"1903-1-1","1903","1962","Juan Atilio Bramuglia","político argentino "
"1905-1-1","1905","1985","Nelson Leigh","actor estadounidense "
"1905-1-1","1905","1990","Rodolfo Orlandini","futbolista y entrenador argentino "
"1907-1-1","1907","1984","María Rosa Urraca Pastor","política española "
"1909-1-1","1909","1992","Dana Andrews","actor estadounidense "
"1909-1-1","1909","1959","Stepán Bandera","líder nacionalista ucraniano "
"1911-1-1","1911","1986","Adolfo Linvel","actor argentino "
"1911-1-1","1911","1986","Hank Greenberg","beisbolista estadounidense "
"1912-1-1","1912","1988","Kim Philby","espía anglosoviético "
"1913-1-1","1913","2000","Karl Stein","matemático alemán "
"1916-1-1","1916","2010","Alfonso Escámez","banquero español "
"1917-1 - 1","1917","-1","Jaime Jaramillo Uribe","fue un historiador antioqueño considerado como pionero, orientador y maestro de la profesionalización de la Historia de Colombia. (m. 2015)."
"1919-1-1","1919","2010","Jerome David Salinger","escritor estadounidense "
"1919-1-1","1919","1948","Carole Landis","actriz estadounidense "
"1922-1-1","1922","1989","Natalio Pescia","futbolista argentino "
"1923-1-1","1923","1999","Milt Jackson","vibrafonista de jazz estadounidense "
"1923-1-1","1923","2007","Ousmane Sembène","actor, cineasta, escritor, guionista y activista político senegalés "
"1924-1-1","1924","2014","Jacques Le Goff","historiador medievalista francés "
"1924-1-1","1924","2012","Gen'ichi Taguchi","ingeniero japonés "
"1926-1-1","1926","2019","José Manuel Estepa Llaurens","arzobispo español "
"1926-1 - 1","1926","-1","Eugenio Celedón","ingeniero chileno."
"1926-1-1","1926","1998","Armida de la Vara","escritora mexicana "
"1927-1-1","1927","2007","Maurice Béjart","coreógrafo belga "
"1927-1 - 1","1927","-1","Vernon Smith","economista estadounidense, premio nobel de economía en 2002."
"1927-1-1","1927","1994","Vicente Cano","poeta español "
"1928-1-1","1928","1989","Carlos Barral","poeta y editor español "
"1928-1-1","1928","2011","Jean-Pierre Salignon","baloncestista francés "
"1930-1-1","1930","2009","Yaafar al-Numeiry","presidente sudanés "
"1932-1-1","1932","2004","Marosa di Giorgio","escritora uruguaya "
"1932-1-1","1932","1994","Oscar Viale","actor, comediante, dramaturgo y guionista argentino "
"1932-1-1","1932","1989","Giuseppe Patanè","director de orquesta italiano "
"1933-1-1","1933","1967","Joe Orton","dramaturgo británico "
"1934-1-1","1934","2009","Gheorghe Dinică","actor rumano "
"1934-1-1","1934","2020","Raúl Eduardo Vela Chiriboga","cardenal ecuatoriano "
"1934-1 - 1","1934","-1","Lajdar Brahimi","político argelino."
"1936-1-1","1936","2019","Manuel Revuelta González","historiador español "
"1937-1 - 1","1937","-1","Carlos Prieto Jacqué","violonchelista mexicano."
"1937-1-1","1937","2010","Ramón Ayerra","jurista, escritor y humorista español "
"1938-1 - 1","1938","-1","Frank Langella","actor estadounidense."
"1939-1-1","1939","2021","Ali Mahdi Mohamed","político somalí, presidente de Somalia entre 1991 y 1997 "
"1941-1 - 1","1941","-1","Simón Andreu","actor español."
"1941-1-1","1941","1977","Dardo Cabo","periodista y político argentino, asesinado "
"1941-1 - 1","1941","-1","Martin Evans","genetista y bioquímico británico, premio nobel de fisiología en 2007."
"1942-1 - 1","1942","-1","Alassane Ouattara","economista y político marfileño, presidente de Costa de Marfil desde 2011."
"1943-1 - 1","1943","-1","Germán Molina Valdivieso","abogado y político chileno."
"1944-1 - 1","1944","-1","Abdul Hamid","político bangladesí, presidente de Bengladés desde 2013."
"1944-1-1","1944","2006","Eloy de la Iglesia","cineasta español "
"1944-1 - 1","1944","-1","Omar Hasán Ahmad al Bashir","militar sudanés, presidente de Sudán entre 1989 y 2019."
"1944-1 - 1","1944","-1","Ján Čarnogurský","político eslovaco."
"1945-1 - 1","1945","-1","Jacky Ickx","piloto de automovilismo belga."
"1945-1 - 1","1945","-1","Pietro Grasso","político italiano."
"1946-1 - 1","1946","-1","Rivelino","futbolista brasileño."
"1946-1 - 1","1946","-1","Juan Manuel Laguardia","locutor, actor y productor venezolano."
"1947-1 - 1","1947","-1","Celso Bugallo","actor español."
"1947-1 - 1","1947","-1","Jon Corzine","político estadounidense."
"1947-1 - 1","1947","-1","F. R. David","cantante francés."
"1947-1-1","1947","2010","Lászloó Polgár","bajo lírico búlgaro "
"1948-1-1","1948","2012","Pável Grachov","político y militar ruso "
"1948-1-1","1948","2021","Francisco Luzón","economista y banquero español "
"1950-1 - 1","1950","-1","María Casanova","actriz y periodista española."
"1951-1-1","1951","2021","Norberto Mario Oyarbide","juez federal y abogado argentino "
"1951-1 - 1","1951","-1","Hans-Joachim Stuck","piloto de carreras alemán."
"1953-1 - 1","1953","-1","Alpha Blondy","cantante de reggae."
"1953-1 - 1","1953","-1","Fulgencio Obelmejías","boxeador venezolano."
"1955-1 - 1","1955","-1","Mary Beard","académica inglesa."
"1955-1 - 1","1955","-1","Héctor De Benedictis","músico, fotógrafo, gestor cultural y periodista argentino."
"1955-1 - 1","1955","-1","Jesús María Zamora","futbolista español."
"1956-1 - 1","1956","-1","Christine Lagarde","política francesa."
"1956-1-1","1956","2011","Mike Mitchell","baloncestista estadounidense "
"1957-1 - 1","1957","-1","Karen Pence","profesora y pintora estadounidense."
"1957-1 - 1","1957","-1","Evángelos Venizelos","político griego."
"1957-1 - 1","1957","-1","Jennifer Edwards","actriz estadounidense."
"1958-1 - 1","1958","-1","Grandmaster Flash","músico estadounidense."
"1958-1 - 1","1958","-1","Amy Morton","actriz estadounidense"
"1959-1 - 1","1959","-1","Azali Assoumani","presidente comorense."
"1959-1 - 1","1959","-1","Panagiotis Giannakis","baloncestista y entrenador griego."
"1959-1 - 1","1959","-1","Michel Onfray","filósofo francés."
"1959-1 - 1","1959","-1","Emilio Tuñón Álvarez","arquitecto español."
"1960-1-1","1960","2021","Serguéi Danilin","luger ruso "
"1962-1 - 1","1962","-1","Cristóbal Cubilla","futbolista paraguayo."
"1963-1 - 1","1963","-1","José Manuel Entrecanales","empresario español."
"1963-1 - 1","1963","-1","Alberigo Evani","futbolista italiano."
"1964-1 - 1","1964","-1","Moussa Dadis Camara","militar guineano."
"1965-1 - 1","1965","-1","Laura Ingraham","escritora y presentadora de televisión estadounidense."
"1966-1 - 1","1966","-1","Ivica Dačić","político serbio."
"1967-1 - 1","1967","-1","Juanma Bajo Ulloa","cineasta español."
"1967-1 - 1","1967","-1","John Digweed","DJ británico."
"1967-1 - 1","1967","-1","José Manuel Barla","futbolista español."
"1967-1 - 1","1967","-1","Marcelo Barticciotto","futbolista argentino."
"1968-1 - 1","1968","-1","Davor Šuker","futbolista croata."
"1969-1 - 1","1969","-1","Morris Chestnut","actor estadounidense."
"1969-1-1","1969","2018","Verne Troyer","actor estadounidense "
"1969-1 - 1","1969","-1","Paul Lawrie","golfista escocés."
"1971-1 - 1","1971","-1","Abdala Faye","escultor senegalés."
"1972-1 - 1","1972","-1","Micaela Nevárez","actriz portorriqueña."
"1972-1 - 1","1972","-1","Lilian Thuram","futbolista francés."
"1972-1 - 1","1972","-1","Gabriela Alves","actriz brasileña."
"1973-1-1","1973","2018","Sudán","último ejemplar macho de rinoceronte blanco del norte "
"1974-1 - 1","1974","-1","Ricardo Frederico Rodrigues Antunes","futbolista brasileño."
"1975-1 - 1","1975","-1","Eiichirō Oda","mangaka japonés."
"1976-1 - 1","1976","-1","Marko Topić","futbolista bosnio."
"1976-1 - 1","1976","-1","Jesús Muñoz Calonge","futbolista español."
"1977-1 - 1","1977","-1","Hasan Salihamidžić","futbolista bosnio."
"1977-1 - 1","1977","-1","Axel","cantante argentino."
"1977-1 - 1","1977","-1","Jerry Yan","actor y cantante taiwanés."
"1978-1 - 1","1978","-1","Vidya Balan","actriz india."
"1978-1 - 1","1978","-1","Yohann Diniz","atleta francés."
"1978-1 - 1","1978","-1","Xavier Samin","futbolista franco-polinesio."
"1978-1-1","1978","2022","Chris Davidson","surfista australiano "
"1978-1 - 1","1978","-1","Anca Heltne","atleta rumana."
"1979-1 - 1","1979","-1","Brody Dalle","cantante australiana, de la banda The Distillers."
"1979-1 - 1","1979","-1","Mercedes Funes","actriz argentina."
"1979-1 - 1","1979","-1","Gisela","cantante española."
"1979-1 - 1","1979","-1","Vidya Balan","actriz india."
"1979-1 - 1","1979","-1","Viacheslav Sviderski","futbolista ucraniano."
"1980-1 - 1","1980","-1","Ignacio Huang","actor y diseñador gráfico taiwanés nacionalizado argentino."
"1980-1 - 1","1980","-1","Elin Nordegren","modelo sueca."
"1981-1 - 1","1981","-1","Zsolt Baumgartner","piloto de Fórmula 1 húngaro."
"1982-1 - 1","1982","-1","Egidio Arévalo Ríos","futbolista uruguayo."
"1982-1 - 1","1982","-1","David Nalbandián","tenista argentino."
"1982-1 - 1","1982","-1","Radosław Matusiak","futbolista polaco."
"1983-1 - 1","1983","-1","Calum Davenport","futbolista británico."
"1983-1-1","1983","2009","Dani Jarque","futbolista español "
"1983-1 - 1","1983","-1","Alex Cordaz","futbolista italiano."
"1984-1 - 1","1984","-1","Paolo Guerrero","futbolista peruano."
"1984-1 - 1","1984","-1","Rubens Sambueza","futbolista argentino."
"1984-1 - 1","1984","-1","Sayali Bhagat","actriz y modelo india."
"1984-1 - 1","1984","-1","Rafa Jordà","futbolista español."
"1985-1 - 1","1985","-1","Luis Miguel Rodríguez","futbolista argentino"
"1985-1 - 1","1985","-1","Rafael Bastos","futbolista brasileño."
"1986-1 - 1","1986","-1","Lee Sungmin","cantante y actor coreano."
"1986-1 - 1","1986","-1","Colin Morgan","actor norirlandés."
"1987-1 - 1","1987","-1","Meryl Davis","patinadora estadounidense."
"1987-1 - 1","1987","-1","Tarek Elrich","futbolista australiano."
"1988-1 - 1","1988","-1","Dallas Keuchel","beisbolista estadounidense."
"1988-1 - 1","1988","-1","Alex Rafael","futbolista brasileño."
"1988-1 - 1","1988","-1","Víctor Ayala Núñez","futbolista paraguayo."
"1988-1 - 1","1988","-1","Fernando Uribe","futbolista colombiano."
"1990-1 - 1","1990","-1","Ben Harris","futbolista inglés."
"1990-1 - 1","1990","-1","Ruslán Kambólov","futbolista ruso."
"1991-1 - 1","1991","-1","Abdoulaye Ba","futbolista senegalés."
"1992-1 - 1","1992","-1","Jack Wilshere","futbolista británico del Arsenal Football Club."
"1992-1 - 1","1992","-1","Hazar Ergüçlü","actriz turcochipriota."
"1992-1 - 1","1992","-1","He Kexin","gimnasta artística china."
"1992-1 - 1","1992","-1","Salvatore Molina","futbolista italiano."
"1993-1 - 1","1993","-1","Jon Flanagan","futbolista inglés."
"1995-1 - 1","1995","-1","Sardar Azmoun","futbolista iraní."
"1996-1 - 1","1996","-1","Kun","cantante chino."
"1996-1 - 1","1996","-1","Andreas Pereira","futbolista belga."
"1996-1 - 1","1996","-1","Atomu Mizuishi","actor japonés."
"1996-1 - 1","1996","-1","Stuart Holthusen","futbolista neozelandés."
"1997-1 - 1","1997","-1","Chidozie Awaziem","futbolista nigeriano."
"1997-1 - 1","1997","-1","Gonzalo Montiel","futbolista argentino."
"1997-1 - 1","1997","-1","Kouadio-Yves Dabila","futbolista marfileño."
"1997-1 - 1","1997","-1","Kazune Kubota","futbolista japonés."
"1997-1 - 1","1997","-1","Javier Navarro Rodríguez","futbolista español."
"1997-1 - 1","1997","-1","Víctor García Raja","futbolista español."
"1997-1 - 1","1997","-1","Adrián Ugarriza","futbolista peruano."
"1997-1 - 1","1997","-1","Eli Abaev","baloncestista estadounidense."
"1997-1 - 1","1997","-1","Víctor Arboleda","futbolista colombiano."
"1998-1 - 1","1998","-1","Lara Robinson","actriz australiana."
"1998-1 - 1","1998","-1","Fabian Feyaerts","cantante belga."
"1998-1 - 1","1998","-1","Asier Gomes Álvarez","futbolista español."
"1998-1 - 1","1998","-1","Celil Yüksel","futbolista turco."
"1998-1 - 1","1998","-1","Federico Vietto","futbolista argentino."
"1998-1 - 1","1998","-1","Paul Botha","atleta sudafricano."
"1998-1 - 1","1998","-1","Pavel Pavliuchenko","futbolista bielorruso."
"1998-1 - 1","1998","-1","Roxana Anghel","remera rumana."
"1999-1 - 1","1999","-1","Benjamin Goller","futbolista alemán."
"1999-1 - 1","1999","-1","Gianluca Scamacca","futbolista italiano."
"1999-1 - 1","1999","-1","Tomás Chancalay","futbolista argentino."
"1999-1 - 1","1999","-1","Sergio Moreno Martínez","futbolista español."
"1999-1 - 1","1999","-1","Diamond White","cantante y actriz estadounidense."
"1999-1 - 1","1999","-1","Zhou Lijun","taekwondista china."
"1999-1 - 1","1999","-1","Mark Petrovski","boxeador ruso."
"1999-1 - 1","1999","-1","Ayub Hadimi","jugadora de fútbol 5 adaptado marroquí."
"1999-1 - 1","1999","-1","Juan David Lemus","futbolista colombiano."
"1999-1 - 1","1999","-1","Tatiana Andreoli","arquera italiana."
"1999-1 - 1","1999","-1","Emmanuel Latte Lath","futbolista marfileño."
"2000-1-1","2000","2020","Ekaterina Alexandrovskaya","patinadora rusa "
"2000-1 - 1","2000","-1","Boško Šutalo","futbolista croata."
"2000-1 - 1","2000","-1","Álvaro Roncal","futbolista español."
"2000-1 - 1","2000","-1","Habiba Mansur","taekwondista egipcia."
"2000-1 - 1","2000","-1","Aleksandra Klepaczka","modelo polaca."
"2001-1 - 1","2001","-1","Angourie Rice","actriz australiana."
"2001-1 - 1","2001","-1","Yasser Larouci","futbolista argelino."
"2004-1 - 1","2004","-1","Amit Elor","luchadora estadounidense."
"2009-1 - 1","2009","-1","Hend Zaza","tenista de mesa siria."
"1447-2-1","1447","1504","Everardo VI de Wurtemberg","noble alemán, "
"1459-2-1","1459","1508","Conrad Celtis","poeta alemán "
"1462-2-1","1462","1516","Johannes Trithemius","criptógrafo alemán "
"1552-2-1","1552","1634","Edward Coke","jurista inglés "
"1659-2-1","1659","1729","Jacob Roggeveen","explorador neerlandés "
"1673-2-1","1673","1747","Alessandro Marcello","compositor italiano "
"1690-2-1","1690","1768","Francesco María Veracini","violinista y compositor italiano "
"1701-2-1","1701","1765","Johan Agrell","compositor alemán de origen sueco "
"1710-2-1","1710","1771","Konrad Ernst Ackermann","actor alemán "
"1758-2-1","1758","1824","Agustín de Betancourt","ingeniero español "
"1761-2-1","1761","1836","Christian Hendrik Persoon","micólogo sudafricano "
"1787-2-1","1787","1830","Juan Rege Corvalán","militar y político argentino "
"1790-2-1","1790","1842","Claudio Linati","pintor y litógrafo Italiano "
"1796-2-1","1796","1865","Abraham Emanuel Fröhlich","poeta suizo "
"1801-2-1","1801","1848","Thomas Cole","pintor estadounidense de origen británico "
"1801-2-1","1801","1881","Emile Littré","lexicógrafo y filósofo francés "
"1805-2-1","1805","1881","Louis Auguste Blanqui","revolucionario socialista francés "
"1817-2-1","1817","1860","Ezequiel Zamora","militar y político venezolano, participante de la Guerra Federal "
"1837-2-1","1837","1925","Gustave García","barítono italiano "
"1842-2-1","1842","1912","José María Esquerdo","psiquiatra español "
"1844-2-1","1844","1924","Stanley Hall","psicólogo estadounidense "
"1847-2-1","1847","1918","Eduardo Torroja y Caballé","matemático español "
"1851-2-1","1851","1929","Jaime Ferrán","médico español "
"1857-2-1","1857","1927","Vladímir Béjterev","neurólogo y psiquiatra ruso "
"1858-2-1","1858","1908","Ricardo Gil","escritor español "
"1858-2-1","1858","1942","Ignacio Bonillas","ingeniero, político y diplomático mexicano "
"1859-2-1","1859","1919","Julio Burell","periodista y político español "
"1859-2-1","1859","1924","Victor Herbert","compositor irlandés "
"1862-2-1","1862","1941","Cecilio Báez","político, catedrático y periodista paraguayo "
"1868-2-1","1868","1916","Ștefan Luchian","pintor rumano "
"1870-2-1","1870","1949","Erik Adolf von Willebrand","médico finlandés "
"1872-2-1","1872","1936","Clara Butt","mezzosoprano británica "
"1874-2-1","1874","1929","Hugo von Hofmannsthal","escritor austríaco "
"1878-2-1","1878","1955","Alfréd Hajós","nadador y arquitecto húngaro "
"1878-2-1","1878","1944","Milan Hodža","político eslovaco "
"1880-2-1","1880","1952","Antonio Guarnieri","director de orquesta italiano "
"1882-2-1","1882","1973","Louis St. Laurent","político canadiense "
"1884-2-1","1884","1937","Yevgeni Zamiatin","escritor ruso "
"1890-2-1","1890","1979","Germaine Lubin","soprano francesa "
"1894-2-1","1894","1973","John Ford","cineasta estadounidense "
"1894-2-1","1894","1955","James P. Johnson","compositor y pianista estadounidense "
"1896-2-1","1896","1956","Anastasio Somoza","militar, político y dictador nicaragüense "
"1896-2-1","1896","1970","Alfonso Caso","arqueólogo mexicano "
"1898-2-1","1898","2012","Leila Denmark","pediatra y supercentenaria estadounidense "
"1901-2-1","1901","2011","Frank Buckles","último veterano estadounidense sobreviviente de la Primera Guerra Mundial "
"1901-2-1","1901","1960","Clark Gable","actor estadounidense "
"1902-2-1","1902","1967","Langston Hughes","escritor afroestadounidense "
"1904-2-1","1904","1972","Franciska Gaal","cantante y actriz húngara "
"1904-2-1","1904","1942","Gerhard Wartenberg","anarcosindicalista alemán "
"1905-2-1","1905","1990","Rodolfo Orlandini","fue un futbolista y entrenador argentino. "
"1905-2-1","1905","1989","Emilio Gino Segrè","físico italo-estadounidense, premio Nobel de Física en 1959 "
"1907-2-1","1907","1972","Günter Eich","escritor y compositor alemán "
"1907-2-1","1907","1993","Mozart Camargo Guarnieri","compositor brasileño "
"1907-2-1","1907","1992","Sándor Veress","compositor húngaro "
"1909-2-1","1909","1042013","George Beverly Shea (104)","cantautor supercentenario canadiense "
"1912-2-1","1912","1982","Vittorio Mosele","futbolista y entrenador italiano "
"1914-2-1","1914","1986","Hernando Avilés","cantante puertorriqueño "
"1915-2-1","1915","2001","Rolando Vera","luchador mexicano "
"1915-2-1","1915","2000","Stanley Matthews","futbolista británico "
"1915-2-1","1915","2014","Alicia Rhett","actriz y pintora estadounidense "
"1916-2-1","1916","2006","Alonso Zamora Vicente","filólogo, dialectólogo, lexicógrafo y escritor español "
"1916-2-1","1916","2006","George Mackey","matemático estadounidense "
"1917-2-1","1917","2012","A. K. Hangal","actor indio "
"1917-2-1","1917","2013","José Luis Sampedro","humanista, economista y escritor español "
"1918-2-1","1918","2014","Montserrat Abelló","poetisa y traductora española "
"1918-2-1","1918","2016","Carlos Fayt","juez argentino de la Corte Suprema. "
"1918-2-1","1918","2006","Muriel Spark","escritora escocesa "
"1918-2-1","1918","2012","Ignacy Tokarczuk","arzobispo polaco "
"1921-2-1","1921","1988","Nando Gonzáles","futbolista español. "
"1921-2-1","1921","2017","Peter Sallis","actor británico. "
"1921-2-1","1921","2013","Teresa Mattei","partisana italiana, política y activista por los derechos de la mujer y de la infancia "
"1921-2-1","1921","2013","Zao Wou-ki","pintor francochino "
"1922-2-1","1922","2004","Renata Tebaldi","soprano italiana "
"1923-2-1","1923","2008","Ben Weider","escritor y empresario canadiense "
"1924-2-1","1924","2012","Emmanuel Scheffer","entrenador germano-israelí de fútbol "
"1926-2 - 1","1926","-1","Osvaldo Rodolfo Pérez","es un exfutbolista argentino"
"1926-2-1","1926","2009","Vivian Maier","fotógrafa estadounidense "
"1926-2-1","1926","2011","Noemí Simonetto","atleta argentina "
"1927-2-1","1927","1991","Flaviano Labò","tenor italiano "
"1927-2-1","1927","2016","Fernando Silva Espinoza","médico y escritor nicaragüense "
"1928-2-1","1928","2008","Tom Lantos","político húngaro-estadounidense "
"1928-2-1","1928","2020","Stuart Whitman","actor estadounidense "
"1929-2-1","1929","2017","Basilio Lami-Dozo","militar argentino "
"1930-2-1","1930","2015","Jorge Lindell Díaz","pintor español "
"1930-2-1","1930","2022","Shahabuddin Ahmed","político bangladesí, presidente de Bangladés entre 1996 y 2001 "
"1930-2-1","1930","2019","Hossain Mohammad Ershad","político bangladesí, presidente de Bangladés entre 1983 y 1990 "
"1930-2-1","1930","2011","María Elena Walsh","escritora y cantautora argentina "
"1931-2-1","1931","2012","Iajuddin Ahmed","político bangladesí, presidente de Bangladés entre 2002 y 2009 "
"1931-2-1","1931","2007","Borís Yeltsin","político ruso, presidente de Rusia entre 1991 y 1999 "
"1933-2-1","1933","2011","Reynolds Price","escritor estadounidense "
"1934-2-1","1934","2020","Bob Shane","cantante y guitarrista estadounidense, de la banda The Kingston Trio "
"1935-2-1","1935","1994","Lélia González","política, profesora y antropóloga brasileña "
"1937-2 - 1","1937","-1","Don Everly","músico estadounidense de la banda The Everly Brothers."
"1937-2-1","1937","1973","Gerardo Masana","arquitecto y músico argentino, de la banda Les Luthiers "
"1937-2 - 1","1937","-1","Garrett Morris","comediante estadounidense."
"1937-2-1","1937","2011","Rafael Rodríguez Barrera","político mexicano "
"1938-2-1","1938","2012","Sherman Hemsley","comediante y actor estadounidense "
"1939-2 - 1","1939","-1","Diego Bonadeo","periodista deportivo argentino."
"1939-2 - 1","1939","-1","Fritjof Capra","físico austriaco."
"1939-2-1","1939","1978","Claude François","cantante francés "
"1939-2 - 1","1939","-1","Joe Sample","pianista y tecladista estadounidense de jazz, de la banda The Crusaders."
"1939-2-1","1939","2009","Yekaterina Maksímova","bailarina rusa "
"1940-2-1","1940","1996","Bibi Besch","actriz austriaca "
"1942-2-1","1942","2020","Terry Jones","actor, cineasta y guionista británico "
"1942-2 - 1","1942","-1","Carlos Vallejos Sologuren","médico peruano."
"1943-2 - 1","1943","-1","Enrique Guzmán","cantante y actor mexicano."
"1944-2 - 1","1944","-1","Beba Granados","actriz y vedette argentina."
"1944-2-1","1944","2015","Liliana Grinfeld","médica cardiocirujana argentina "
"1944-2 - 1","1944","-1","Nicky Jones","cantante argentino."
"1944-2 - 1","1944","-1","Dick Snyder","baloncestista estadounidense."
"1946-2-1","1946","2017","Carol Neblett","soprano estadounidense "
"1946-2 - 1","1946","-1","José Pesarrodona","ciclista español."
"1946-2-1","1946","2011","Elisabeth Sladen","actriz británica "
"1946-2 - 1","1946","-1","Pompeyo Torrealba","militar venezolano."
"1947-2 - 1","1947","-1","Francesc Bellmunt","cineasta español."
"1947-2 - 1","1947","-1","Fernando G. Delgado","periodista y escritor español."
"1948-2-1","1948","2004","Rick James","músico estadounidense de funk y soul "
"1948-2-1","1948","2013","Ferruccio Mazzola","futbolista y entrenador italiano "
"1949-2 - 1","1949","-1","Xuan Xosé Sánchez Vicente","político y escritor español."
"1951-2 - 1","1951","-1","Anastasio Somoza Portocarrero","político y dictador nicaragüense."
"1952-2 - 1","1952","-1","Jenő Jandó","pianista húngaro."
"1952-2-1","1952","2016","Roger Y. Tsien","científico estadounidense, premio nobel de química en 2008 "
"1952-2-1","1952","2012","Owoye Andrew Azazi","general nigeriano "
"1953-2 - 1","1953","-1","Periko Alonso","jugador y entrenador de fútbol español."
"1954-2 - 1","1954","-1","Chuck Dukowski","cantautor y bajista estadounidense, de la banda Black Flag."
"1956-2 - 1","1956","-1","Exene Cervenka","músico estadounidense."
"1958-2 - 1","1958","-1","Ramadan Shallah","académico palestino."
"1958-2 - 1","1958","-1","Ryō Horikawa","seiyū japonés."
"1959-2 - 1","1959","-1","Enma Iranzo Martín","política española."
"1959-2 - 1","1959","-1","Pil Trafa","cantante argentino, de la banda Los Violadores."
"1960-2 - 1","1960","-1","Mariano Peña","actor español."
"1961-2-1","1961","2004","José Luis Cuciuffo","futbolista argentino "
"1961-2 - 1","1961","-1","Armin Veh","futbolista y entrenador alemán."
"1961-2 - 1","1961","-1","Israel Tsvaygenbaum","artista ruso-estadounidense."
"1962-2 - 1","1962","-1","Adel al Jubeir","político saudí."
